nr	id	cluster	status	bucket	target_scope	workstream	milestone	rule	heuristic	title_head
171	CHORE-215	SEC	open	assigned	kumbuka	Produktlinie	1	cluster:SEC	no	Gate-Haertung Memory-Mauer: has_any_column_privilege plus TRUNCATE statt vier ha
170	CHORE-216	SEC	open	assigned	kumbuka	Produktlinie	1	cluster:SEC	no	Gate-Haertung FORCE RLS: Assertion auf pg_class.relforcerowsecurity fuer jede RL
169	CHORE-217	SEC	planned	assigned	kumbuka	Produktlinie	1	cluster:SEC	no	Owner-Drift der EE-Tabellen dauerhaft loesen: Owner-Sweep in den Deploy-Pfad ODE
168	CHORE-218	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	Fehlerrichtung des import_credits-Credit-Checks messen: faellt er bei unlesbarer
167	CHORE-219	HK	open	assigned	kumbuka	Produktlinie	1	hk-heuristic:default-hygiene	yes	Wirkungsaussagen in Phase B regeln: gezielte Code-Lesung als benannte Ausnahme d
166	CHORE-220	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	Selbstauskunft des Limiters ohne Aktivitaetsdaten: Startup- oder Health-Aussage 
165	CHORE-221	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	Doku-Korrekturpaket Operator-Rolle: Defence-in-Depth-Javadoc, zwei kumbuka-ist-B
164	CHORE-222	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	Config/Secret-Trennung von deploy.env: die Datei traegt beides, deshalb sind vie
163	CHORE-223	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	Rueckwaertspruefung nach arc42-Abschnitt 02: welche ratifizierte Randbedingung f
162	CHORE-224	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	Generator-Priorisierung nach der mech-Statistik aus archroll; der DB-Introspekti
161	CHORE-225	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	Produktfrage: ist das version-Feld in console/package.json bewusst stillgelegt? 
160	CHORE-226	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	Offenheits-Verifikation der WORKLIST (Satellit, Urteilshaelfte): ist jede Zeile 
159	CHORE-227	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	worklist.py nach dem closure.py-Muster: manifest-getriebene Bestandsaenderung (n
158	CHORE-228	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	nextid plus worklist-Query als scripts-kumbuka-Tools: atomare ID-Reservierung un
157	CHORE-229	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	Konvention Satellit produziert Vorschlaege, Kanon appliziert plus Aufnahmequote 
156	CHORE-230	HK	open	deferred	jbaconsult			hk-heuristic:jba-keyword	yes	Priorisierungsschema v2 doppelt verankern: WORKING_CONCEPT als massgeblich und w
155	BUG-27	SEC	planned	assigned	kumbuka	Produktlinie	1	cluster:SEC	no	EE-Migrationen legen Tabellen ohne Owner-Sweep und ohne GRANT an; App-Rolle hiel
154	CHORE-232	HK	done	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	Meilenstein-Planung der Features: M1 erster Fremd-Tenant produktiv, M2 Public Be
153	CHORE-109	SEC	open	assigned	kumbuka	Produktlinie		cluster:SEC	no	SEC-12-Runtime-Isolation am generischen Endpoint (ADR-0032): Positiv-Isolation +
152	BUG-04	SEC	open	assigned	kumbuka	Produktlinie		cluster:SEC	no	SEV-1-Regression-Lock-IT (Cross-Tenant-KC-User-Listing)
151	CHORE-242	SEC	open	assigned	kumbuka	Produktlinie		cluster:SEC	no	Operator-Messcheckliste M3 bis M7: Directory-subject, Vendorung, npm-Publish, Ho
150	FEAT-67	SEC	planned	assigned	kumbuka	Produktlinie	1	cluster:SEC	no	Operator-erzwungener Purge-Abschluss mit auditiertem Rest: eigenes Audit-Verb, p
149	FEAT-68	SEC	open	assigned	kumbuka	Produktlinie		cluster:SEC	no	Tenant-Ebenen-Abgleich Keycloak gegen Kumbuka als reiner Bericht, plus ops-Backe
148	CHORE-252	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	Frontend-Konsumenten der Revoke-Statuscodes pruefen: revokeConnector liefert bei
147	CHORE-256	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	Entscheiden, ob die drei im Code referenzierten, nicht mitgelieferten ADRs publi
146	CHORE-258	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	NODE_ENV=production explizit in die ops-frontend-Compose-Umgebung schreiben; Akt
145	CHORE-259	HK	open	deferred	jbaconsult			hk-heuristic:jba-keyword	yes	Zaehlkorrektur in der Architektur-Inventur: 17 Provider-Resource-Klassen statt 1
144	CHORE-260	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	Lokalen Branch feature/provider-route-gating samt Claude-Code-Worktree in ops-co
143	CHORE-265	SEC	open	assigned	kumbuka	Produktlinie		cluster:SEC	no	Referenz-Waechter darf Migrationen nicht pauschal ausschliessen: nur die beim le
142	CHORE-266	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	Praefix-Drift aufloesen: FEAT-01 und FEAT-04 tragen eine FEAT-Nummer bei typ tes
141	CHORE-267	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	Entscheiden, ob TECH-DEBT.md nach dem Umbau als eigener Pool bestehen bleibt ode
140	CHORE-270	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	Umzug des Worklist-Managers nach jbaconsult unter MIT: Vokabular-Generalisierung
139	CHORE-272	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	deploy.env.example um WLM_VERSION ergaenzen und den Matrix-Kopfkommentar um die 
138	CHORE-273	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	Deploy-Stub tag-bewusst machen (STUB_IMAGE_TAGS) damit die v-Praefix-Falle als G
137	CHORE-275	HK	open	assigned	kumbuka	Architektur		hk-heuristic:arch-keyword	yes	Worklist-Manager: MCP-Anwendung auf /mcp auflegen statt 307-Umleitung, mit Rot-P
136	CHORE-276	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	Keycloak-Clients des Worklist-Managers ins Realm-Template und clients.json nachz
135	CHORE-277	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	MCP-Oberflaeche des Worklist-Managers: Well-known-Pfad nach RFC 9728 angehaengt 
134	CHORE-278	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	Ruecknahmeverb fuer Zurufe im Worklist-Manager: eine irrtuemlich angelegte Zeile
133	CHORE-279	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	Zugriffsprotokoll fuer wlm.jbaconsult.com an der Kante ergaenzen - der Host ist 
132	CHORE-282	HK	open	deferred	jbaconsult			hk-heuristic:jba-keyword	yes	Rot-Probe fuer CI-Gates laeuft auf einem Wegwerf-PR, nie auf dem Lieferbranch: K
131	CHORE-283	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	Sonar-Standard vereinheitlichen: qualitygate.wait und agentisches Profile auf di
130	CHORE-271	HK	open	deferred	jbaconsult			hk-heuristic:jba-keyword	yes	Umschalten der Steuerungslinie auf den Worklist-Manager: REGISTRY-Umzug, closure
129	CHORE-264	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	Umschalten auf Schema v3: v3-Datei wird kanonisch, ARCHIVE und New-Tasks entfall
128	CHORE-284	HK	done	deferred	jbaconsult			hk-heuristic:jba-keyword	yes	Finale Spec der Steuerungsschicht aus dem Zielbild: Dienstgrenzen, Dispatch-Obje
127	CHORE-269	HK	done	deferred	jbaconsult			hk-heuristic:jba-keyword	yes	Logbuch als zweiter Steuerungsdienst: Sprint- und Finding-Records hinter MCP, Br
126	CHORE-263	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	Schema-Deploy server und ee-server mit V20 (Drop des Delete-Block-Triggers): Cor
125	CHORE-262		done	refused	-			empty-cluster	no	Analyse geschrieben: fuenf Achsen werden deployt, eine ist versioniert. IST-Anke
124	CHORE-274		done	refused	-			empty-cluster	no	MCP-Client wlm-mcp angelegt und Connector verbunden; elf Werkzeuge nachgewiesen 
123	CHORE-268		done	refused	-			empty-cluster	no	Worklist-Manager als Dienst gebaut und live: Web plus MCP auf wlm.jbaconsult.com
122	CHORE-261		done	refused	-			empty-cluster	no	Immutability-Gate textgleich in server, ee-server und ops-console; nur neue Migr
121	CHORE-249		done	refused	-			empty-cluster	no	Provider-Oberflaeche mit zwei nicht-veraltbaren Waechtern gegatet (Backend-Refle
120	CHORE-257		done	refused	-			empty-cluster	no	Guidance-Keys produktiv auf den reservierten Namespace umgezogen; Host-Pull plus
119	CHORE-254		done	refused	-			empty-cluster	no	Trigger-Aera abgeraeumt: DELETE_BLOCKED weg, tote SYSTEM-Zweige in eine fail-lou
118	CHORE-253		done	refused	-			empty-cluster	no	Loeschpfad lehnt reservierte Keys jetzt typisiert ab, ueber alle drei Adresswege
117	CHORE-250		done	refused	-			empty-cluster	no	Cold-Start-Replay laeuft als CI-Job, der immer eine Conclusion meldet (Variante 
116	BUG-33		done	refused	-			empty-cluster	no	Connector-Delete liefert NOTHING_TO_DO, REMOVED oder FAILED; der Lifecycle-Drop 
115	CHORE-208		done	refused	-			empty-cluster	no	Stage E vollstaendig: Seeder ueber drei Repos abgebaut, Trigger und Funktion per
114	CHORE-243		done	refused	-			empty-cluster	no	Beantwortet mit negativem Ergebnis: kein Relay ist gangbar; Nachfolger ist CHORE
113	CHORE-237		done	refused	-			empty-cluster	no	Waitlist-Grant ist im Cold-Start-Grantshape verdrahtet; apply.sh und Replay-Gate
112	CHORE-236		done	refused	-			empty-cluster	no	Provider-Frontend-Secrets haben eine fail-loud Startup-Assertion unter NODE_ENV=
111	BUG-32		done	refused	-			empty-cluster	no	Ops-Surface-DELETE-Fehler gated jetzt den Lifecycle-Drop; Tenant bleibt Kandidat
110	CHORE-231		done	refused	-			empty-cluster	no	Produktebene gemessen: Server-Schnittstellen und Konsole sind S1 (Gate mit Test)
109	CHORE-210		done	refused	-			empty-cluster	no	v0.8.3 released; ee-server v0.1.10 live; V19+V10001 applied out-of-order (rank 1
108	CHORE-199		done	refused	-			empty-cluster	no	Additiver Overlay A-D,F gemerged (PR #88, 91.3%): Guidance aus Resource; Merge i
107	FEAT-62		done	refused	-			empty-cluster	no	Stufe 1 gemerged (PR #87, 86.6%): memory_update non-creating verb + reservierter
106	CHORE-198		done	refused	-			empty-cluster	no	ADR-0024 Am6 im OSS-Kern: ContentUnit als @MappedSuperclass, Kanalwert import, e
105	CHORE-147		done	refused	-			empty-cluster	no	ops-no-content-Log-Gate geschlossen: ai.kumbuka + io.quarkiverse.mcp gemessen IN
104	CHORE-162		done	refused	-			empty-cluster	no	user_account-Betreiber-Reads fail-closed (Prod live): table-SELECT REVOKE + colu
103	CHORE-191		done	refused	-			empty-cluster	no	DB_MIGRATION true->false Revert (CHORE-189-Schluss); infra 459f6f7 auf main; Web
102	CHORE-189		done	refused	-			empty-cluster	no	FEAT-28 limiter live: ee v0.1.9 (BUG-26) + ops v0.13.4 via infra PR #50; V10000 
101	FEAT-28		done	refused	-			empty-cluster	no	Layer-2 write-rate limiter: built (SPRINT_112.1) then relocated CE→EE (SPRINT_11
100	CHORE-82		done	refused	-			empty-cluster	no	Abuse/DoS threat model as design raster: 9 AB-cases x 4 surfaces, ratified-vs-op
99	CHORE-99		done	refused	-			empty-cluster	no	Receiver liefert log_file_id (rclone lsjson) in allen Response-Pfaden; hermetisc
98	CHORE-172		done	refused	-			empty-cluster	no	Laufzeit-Identitaets-Gate scharf: deploy.sh reicht EXPECT_VERSION (KUMBUKA_EE_VE
97	CHORE-138		done	refused	-			empty-cluster	no	rollback.sh + ROLLBACK-DRILL.md retired (PV-15); out-of-band rollback = declarat
96	CHORE-178		done	refused	-			empty-cluster	no	Welle #103 komplett: EE-server v0.1.7 (core 0.8.2) nach 4 gruenen Gates deployt 
95	CHORE-171		done	refused	-			empty-cluster	no	ADR-0035 Faltung Host-Hälfte LIVE: additiver 27-Key-Merge (jeder ×1, kein Split-
94	CHORE-170		done	refused	-			empty-cluster	no	ADR-0035 Faltung Repo-Hälfte: ops-backend/-frontend als 2 Services in infra/comp
93	FEAT-58		done	refused	-			empty-cluster	no	Lokalisierte Enrolment-Mail (messages_de) + Registrierungssprache web→ops→KC-loc
92	CHORE-177		done	refused	-			empty-cluster	no	Slug-Grammatik kanonisiert (ADR-0036: 2 Pattern, SSoT-Pin-Tests, scope-create 40
91	CHORE-105		done	refused	-			empty-cluster	no	Enrolment-Leg-Fix 4/4: termsText v0.9.6 live + ops-console v0.13.2 (F-0172-Redir
90	BUG-24		done	refused	-			empty-cluster	no	ops-console Waitlist-Approve 400: der ops-frontend BFF-Handler rief req.json() b
89	CHORE-117		done	refused	-			empty-cluster	no	Doku-Vollpruefung PUBLIC (SPRINT_100.1): docs.kumbuka.ai DE+EN + server/console 
88	BUG-23		done	refused	-			empty-cluster	no	ee-server-Release stempelte die pom.xml-Version nie -> jedes Image meldete `0.1.
87	BUG-19		done	refused	-			empty-cluster	no	ops-console Version-Anzeige zeigte Dev-Default statt Release-Tag; PR #127 war se
86	CHORE-164		done	refused	-			empty-cluster	no	Wirkungs-Guard + Matrix LIVE (infra PR #42, 8519812): die Mapping-Tabelle ist EI
85	CHORE-160		done	refused	-			empty-cluster	no	Eigentumsfrage der Provider-Deploy-Assets -- durch ADR-0035 mit einer GROESSEREN
84	FEAT-53		done	refused	-			empty-cluster	no	Console Connect-Wizard: lief laengst LIVE, wurde aber als "PR #69 offen" gefuehr
83	BUG-22		done	refused	-			empty-cluster	no	ee-console rendert kein Markdown: Fix nachweislich im ee-console-Dockerfile (/md
82	FEAT-57		done	refused	-			empty-cluster	no	user.settings-JSON LIVE: Flyway V18 (user_account.settings JSONB), typisiert an 
81	CHORE-155		done	refused	-			empty-cluster	no	Oeffentlicher n8n-Support-Webhook gesperrt: pfadgenauer `respond 404` (KEIN Prae
80	CHORE-135		done	refused	-			empty-cluster	no	D-OPS-34-Monitoring-Mounts in die kanonische ops-console/deploy/compose.prod.yml
79	CHORE-121		done	refused	-			empty-cluster	no	Wildcard-Removal *.kumbuka.ai: caddy/sites/wildcard.caddy per `git rm` retired (
78	CHORE-150		done	refused	-			empty-cluster	no	Versions-Provenienz Backend-Haelfte: /api/version liefert {name, version, core},
77	CHORE-154		done	refused	-			empty-cluster	no	ee-console-Cutover live: deploy.cfg + compose.prod.yml auf ghcr.io/kumbuka-ai/ku
76	BUG-21		done	refused	-			empty-cluster	no	CIMD-Fetch brach bei unbekannten Client-Metadata-Feldern hart ab (Upstream-KC, R
75	FEAT-49		done	refused	-			empty-cluster	no	FTS fuer memory_recall (substring -> tsvector, DE/EN-Stemming). ABSORBIERT von F
74	CHORE-148		done	refused	-			empty-cluster	no	Console-EE-Seam GEBAUT: console v0.5.1 als Source-Package + Slots mit typ-erzwun
73	CHORE-144		done	refused	-			empty-cluster	no	F-0140-Header durabel: `header_down` mit RFC-9728-`resource_metadata` aus host-d
72	CHORE-143		done	refused	-			empty-cluster	no	RFC-9728-Fix: /mcp WWW-Authenticate liefert jetzt resource_metadata-Parameter (F
71	CHORE-141		done	refused	-			empty-cluster	no	Policy-Wiring scope-attach-Executor live: Template-Diff fresh-import-verifiziert
70	BUG-20		done	refused	-			empty-cluster	no	KC-info.ftl-Konto-Sackgasse: bereits im Code gefixt (F-0104-Nachbarschaft), Oper
69	CHORE-128		done	refused	-			empty-cluster	no	Server-Metriken-Dashboard live (v0.12.6, PR #125 gruen inkl. Sonar): Host-Sample
68	CHORE-123		done	refused	-			empty-cluster	no	ChatGPT-Onboarding-Anleitung (Fake-Secret-Tanz) obsolet: ChatGPT verbindet seit 
67	CHORE-125		done	refused	-			empty-cluster	no	F-0121-Review erledigt durch T4-Messung: Mistral-DCR-Blockade war Trusted-Hosts-
66	CHORE-133		done	refused	-			empty-cluster	no	GoAccess-iframe in /caddy live (v0.12.7, PR #126): BFF-Route-Handler serviert Fr
65	CHORE-134		done	refused	-			empty-cluster	no	Version-Footer ops-console (v0.12.7, PR #126); Quelle-Fix -> BUG-19 (CI-Stamp), 
64	CHORE-127		done	refused	-			empty-cluster	no	GoAccess-Edge-Analytics live (Variant 2 Host-Binary): 3 statische Reports www/co
63	CHORE-126		done	refused	-			empty-cluster	no	Caddy-JSON-Access-Logs live auf 3 Hosts (www/console/mcp): REAL IP + Authorizati
62	CHORE-124		done	refused	-			empty-cluster	no	MCP-Registry-Listing gemintet: ai.kumbuka/kumbuka-server v1.0.1 latest in offizi
61	CHORE-122		done	refused	-			empty-cluster	no	Realm-Template kumbuka-connector durabel auf public + Vendor-Origins (SPRINT_79.
60	FEAT-18		done	refused	-			empty-cluster	no	MCP-Adress-Umbau auf mcp.kumbuka.ai LIVE: Cutover Phase 0-2 (Deploy-Welle ee v0.
59	CHORE-119		done	refused	-			empty-cluster	no	audience=kumbuka-connector auf /mcp erzwungen + Boot-Guard (fail-loud), in #77-D
58	BUG-18		done	refused	-			empty-cluster	no	server resolveClientId: per-tenant-Connector-Addressing (B2) entfernt, AdminConn
57	CHORE-110		done	refused	-			empty-cluster	no	SEC-08 re-geratet auf Low (interner Kanal via compose-Alias gegen LE-Cert) + Fix
56	BUG-17		done	refused	-			empty-cluster	no	CSV-Formula-Injection im ops-console Audit-Export gefixt (SPRINT_74.2): AuditCsv
55	CHORE-108		done	refused	-			empty-cluster	no	Beta-Gate A2 komplett: drei read-only-Detektoren (Provider-Full-Pass, Produkt-De
54	CHORE-104		done	refused	-			empty-cluster	no	Closed-Beta-Ankuendigungs-Paket #72: Waitlist-Betriebsstrecke prod-grün (v0.12.3
53	BUG-16		done	refused	-			empty-cluster	no	Waitlist-Filter (F-0043-Promotion): Status-Filter in #117 gefixt/restauriert, mi
52	CHORE-07		done	refused	-			empty-cluster	no	Reject-Email-Code-Return: durch F-0106 konkretisiert und miterledigt (PR #117 fa
51	BUG-05		done	refused	-			empty-cluster	no	KC-Post-Password-Set-Sackgasse: beide Reset-Endpfade auf Prod v0.8.0 gemessen (2
50	CHORE-96		done	refused	-			empty-cluster	no	KC-Basis-Upgrade 26.0->26.6.4 (v0.8.0 live): F-0101-NPE-Fix, CVE-2026-37982, Rec
49	BUG-14		done	refused	-			empty-cluster	no	Passkey-Fallback "Invalid Request" (F-0081): Theme-`?`->`&` (PR #12) + KC-26.6.4
48	CHORE-93		done	refused	-			empty-cluster	no	Tag-&-Deploy-Welle #69: 5 Tags, ee-CE-Bump (69.1), Recovery-Hide v0.4.18 (69.2),
47	FEAT-42		done	refused	-			empty-cluster	no	Notfall-Hard-Delete live: Purge-Endpoint (server 0.7.3) + ops-console-Strecke (v
46	FEAT-32		done	refused	-			empty-cluster	no	Account-Security-Surface e2e: TOTP/Passkey-Listen+Remove (F-0075 zu), Recovery-K
45	CHORE-91		done	refused	-			empty-cluster	no	Nachdoku #67: F-0087 (JDK-26-Toolchain), F-0088 (Lock-Trigger-Purge-Blockade), F
44	CHORE-92		done	refused	-			empty-cluster	no	Merge-Welle #68: server#72 (erasure-Isolation via Worktree), ops-console#116, FE
43	CHORE-72		done	refused	-			empty-cluster	no	`getcfg()`-Pipefail-Fix (release.sh, T17-Regressionstest) — infra#20 gemergt 202
42	CHORE-88		done	refused	-			empty-cluster	no	D-OPS-31 (Backend-Scaling + Abuse-Control) persistiert: Ledger+INDEX (#66) + Mne
41	CHORE-89		done	refused	-			empty-cluster	no	ops-console-UI lokal auf ops.kumbuka.dev angebunden (OPS_OIDC_ISSUER-Fix, dev-Op
40	CHORE-90		done	refused	-			empty-cluster	no	ops-console Audit-Log-Batch (Filter/Sort/CSV-Export, Tenant-Name global, Tabelle
39	CHORE-80		done	refused	-			empty-cluster	no	WORKLIST auf schlanke Steuerungs-Tabelle reduziert, F-ID-Kollision behoben, STAR
38	CHORE-23		done	refused	-			empty-cluster	no	Stehendes off-host DR-Backup (age-Blob), Restore-Round-Trip data-perfect n=2
37	CHORE-03		done	refused	-			empty-cluster	no	Keycloak-v0.7.0-Cutover faktisch erledigt, prod lief bereits v0.7.6
36	FEAT-02		done	refused	-			empty-cluster	no	Onboarding-Server-Feld `user_account.onboarding` — resolved-by-prior-work (V15/P
35	BUG-03		done	refused	-			empty-cluster	no	Console-Crash write-policy "active project scope" + global fallback
34	CHORE-22		done	refused	-			empty-cluster	no	n8n-DB-Fold + Edge-Fold, n8n-Rolle auf eigene DB confined
33	CHORE-21		done	refused	-			empty-cluster	no	FHS-Umzug + non-root (Variante 2), konsolidierter Stack live
32	CHORE-13		done	refused	-			empty-cluster	no	Keystone-Migration-Shape ratifiziert — erfüllt durch ADR-0024
31	FEAT-19		done	refused	-			empty-cluster	no	Scope-Content-Lock CE end-to-end (Server+Console+e2e-V16)
30	CHORE-56		done	refused	-			empty-cluster	no	ADR-0018 revidiert+re-ratifiziert: Variant A2, Zwei-Produkt-Topologie
29	CHORE-57		done	refused	-			empty-cluster	no	FEAT-19-Scope-Lock-Gating-Specs gelandet (e2e-Welle)
28	BUG-08		done	refused	-			empty-cluster	no	Wurzel `permission denied for table governance_audit` — Flyway-Superuser-Ownersh
27	BUG-09		done	refused	-			empty-cluster	no	v4-Deploy-Verify-Email fehlte — n8n-Workflow-Fix (alwaysOutputData/Retry)
26	CHORE-30		done	refused	-			empty-cluster	no	Slop-Detektor-Configs gelandet (4 PRs, PIT+Stryker)
25	CHORE-32		done	refused	-			empty-cluster	no	Dependabot-CI entsperrt, alle Bot-PRs grün
24	CHORE-28		done	refused	-			empty-cluster	no	SonarCloud-Gate-Schärfung: PR-Check required (3 Repos)
23	BUG-07		done	refused	-			empty-cluster	no	scope-remap Mnemonik-Verschieben-Fehler — remap guard gemergt
22	CHORE-34		done	refused	-			empty-cluster	no	Compose-Repo-Konvergenz: caddy-Alias + n8n-CVE-Pin 2.27.3
21	CHORE-35		done	refused	-			empty-cluster	no	Idempotenter CONNECT-Grant-Sweep (11-ops-connect-grants.sql)
20	CHORE-36		done	refused	-			empty-cluster	no	Edge-IP stabilisiert (statische caddy-IP, reboot-bewiesen)
19	CHORE-49		done	refused	-			empty-cluster	no	Host-Aktivierung deklarative Deploy-Steuerung (deploy.cfg-SSoT)
18	CHORE-52		done	refused	-			empty-cluster	no	Erster echter vollautomatischer v4-Webhook-Deploy grün
17	CHORE-53		done	refused	-			empty-cluster	no	V16-Schema-Adaption gemergt, `gating` grün
16	CHORE-60		done	refused	-			empty-cluster	no	ADR-0014 revidiert (Variante 3): eine breite kumbuka_operator-Rolle
15	CHORE-62		done	refused	-			empty-cluster	no	G9-Operator-Rollen-Cutover live, Memory-Wand am Live-System bewiesen
14	CHORE-63		done	refused	-			empty-cluster	no	ops-console v0.12.0 getaggt + deployt (manuell, F-0062b)
13	CHORE-65		done	refused	-			empty-cluster	no	ops-console Auth/Session-Hardening (Gating+Refresh) live verifiziert
12	CHORE-68		done	refused	-			empty-cluster	no	saas-runtime → ee-server Migration (ADR-0018 Teil 1)
11	CHORE-69		done	refused	-			empty-cluster	no	Private-Repo-Renames (infra/web/keycloak)
10	BUG-12		done	refused	-			empty-cluster	no	ops-console `/tenants` down — CONNECT-Grant fehlte den ops-Rollen
9	CHORE-83		done	refused	-			empty-cluster	no	local-dev KC-Org-Bootstrap, Directory-500 über vier Bausteine geschlossen
8	CHORE-43		done	refused	-			empty-cluster	no	resolve_blob/ensure_op_session-Fixes — superseded, gebündelt in CHORE-47
7	CHORE-44		done	refused	-			empty-cluster	no	Verify-Härtung (externer Ingress+Cert-Trust) — superseded, gebündelt in CHORE-47
6	CHORE-02		done	refused	-			empty-cluster	no	no-mock-at-trust-boundary ratifizieren — durch ADR-0019 gedeckt
5	CHORE-08		done	refused	-			empty-cluster	no	Read-only-Full-Repo-Audit — P1/Tenant-Isolation halten strukturell
4	F-0076		dissolved	refused	-			empty-cluster	no	F-ID-Renumber-Kollision (#60.1) + Struktur-Fix (monotone Vergabe)
3	F-0077		dissolved	refused	-			empty-cluster	no	F-ID-Renumber-Kollision (#60.1) + Struktur-Fix (monotone Vergabe)
2	F-0078		dissolved	refused	-			empty-cluster	no	F-ID-Renumber-Kollision (#60.1) + Struktur-Fix (monotone Vergabe)
1	F-0079		dissolved	refused	-			empty-cluster	no	Record-Drift FEAT-02/BUG-06 als offen geführt trotz gelandeter Impl
